product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count
B0108620209,Producto Computers&Accessories 559,Computers&Accessories,"₹1,811","₹2,663",32%,3.8,"7,219"
B0669078681,Producto Home&Kitchen 560,Home&Kitchen,"₹1,463","₹1,951",25%,4.4,707
B0625842974,Producto Electronics 561,Electronics,₹842,"₹1,238",32%,4.3,"19,837"
B0581254755,Producto Electronics 562,Electronics,"₹1,297","₹2,947",56%,4.0,"1,954"
B0932316733,Producto Electronics 563,Electronics,"₹1,538","₹3,343",54%,3.4,"3,772"
B0589662105,Producto Computers&Accessories 564,Computers&Accessories,₹175,₹407,57%,3.6,"11,572"
B0549790315,Producto Computers&Accessories 565,Computers&Accessories,"₹1,052","₹3,758",72%,3.9,937
B0154932534,Producto Computers&Accessories 566,Computers&Accessories,₹990,"₹1,237",20%,4.2,"2,159"
B0231972251,Producto Computers&Accessories 567,Computers&Accessories,₹767,"₹1,300",41%,4.2,"9,177"
B0260246352,Producto HomeImprovement 568,HomeImprovement,₹609,₹937,35%,3.9,360
B0935612325,Producto Electronics 569,Electronics,"₹1,620","₹4,629",65%,4.0,"8,149"
B0843999470,Producto Computers&Accessories 570,Computers&Accessories,"₹2,357","₹2,741",14%,3.9,"3,791"
B0491813661,Producto Home&Kitchen 571,Home&Kitchen,₹895,"₹1,297",31%,3.9,742
B0513948225,Producto Computers&Accessories 572,Computers&Accessories,"₹1,920","₹2,666",28%,4.0,"16,341"
B0831568775,Producto Computers&Accessories 573,Computers&Accessories,₹350,"₹1,128",69%,4.1,"5,925"
B0365663844,Producto OfficeProducts 574,OfficeProducts,₹225,₹751,70%,3.6,"3,169"
B0686053090,Producto Toys&Games 575,Toys&Games,₹792,"₹1,116",29%,3.9,"1,004"
B0432087913,Producto Electronics 576,Electronics,"₹1,208","₹2,047",41%,4.0,"1,484"
B0393368166,Producto Toys&Games 577,Toys&Games,₹306,₹766,60%,4.3,"24,407"
B0956937789,Producto Computers&Accessories 578,Computers&Accessories,"₹2,583","₹3,150",18%,3.7,"2,916"
B0306695498,Producto Electronics 579,Electronics,₹998,"₹3,119",68%,4.1,"14,037"
B0543729854,Producto Computers&Accessories 580,Computers&Accessories,₹469,₹652,28%,4.1,"2,136"
B0209696590,Producto Health&PersonalCare 581,Health&PersonalCare,₹842,"₹1,256",33%,3.9,"13,551"
B0757785025,Producto Computers&Accessories 582,Computers&Accessories,"₹2,076","₹4,614",55%,3.5,"2,261"
B0491127012,Producto Electronics 583,Electronics,"₹1,294","₹3,317",61%,4.3,"1,943"
B0735130218,Producto Home&Kitchen 584,Home&Kitchen,"₹1,313","₹3,455",62%,4.3,"8,769"
B0455992671,Producto Electronics 585,Electronics,"₹4,575","₹5,199",12%,4.0,483
B0360584487,Producto Electronics 586,Electronics,"₹2,091","₹2,826",26%,4.0,411
B0579910655,Producto Electronics 587,Electronics,"₹1,582","₹1,840",14%,3.4,"6,971"
B0545192588,Producto Electronics 588,Electronics,₹734,"₹1,244",41%,4.2,"2,103"
B0971660560,Producto Electronics 589,Electronics,"₹1,889","₹2,952",36%,4.4,"8,226"
B0148153102,Producto Electronics 590,Electronics,"₹1,007","₹1,549",35%,3.7,"14,371"
B0499206304,Producto Home&Kitchen 591,Home&Kitchen,₹251,₹627,60%,4.4,"6,468"
B0189218034,Producto Electronics 592,Electronics,"₹1,157","₹4,287",73%,4.4,"11,432"
B0169063439,Producto Electronics 593,Electronics,₹380,₹928,59%,3.7,494
B0801988338,Producto OfficeProducts 594,OfficeProducts,₹52,₹134,61%,3.9,"1,986"
B0823958284,Producto Computers&Accessories 595,Computers&Accessories,₹742,"₹2,250",67%,3.7,"17,004"
B0607221717,Producto Home&Kitchen 596,Home&Kitchen,"₹1,127","₹1,910",41%,4.0,"2,985"
B0762437526,Producto Electronics 597,Electronics,"₹2,563","₹4,497",43%,4.1,978
B0212227370,Producto Electronics 598,Electronics,₹291,₹692,58%,3.7,"6,790"
B0344842417,Producto Electronics 599,Electronics,₹835,"₹1,816",54%,4.1,"14,554"
B0973712241,Producto Electronics 600,Electronics,₹927,"₹2,016",54%,4.2,"3,236"
B0211458121,Producto Electronics 601,Electronics,₹304,₹742,59%,|,"8,849"
B0439074640,Producto Electronics 602,Electronics,₹991,"₹3,418",71%,4.2,"13,332"
B0112314973,Producto Electronics 603,Electronics,"₹2,742","₹3,917",30%,3.6,"2,516"
B0252628876,Producto Electronics 604,Electronics,"₹1,635","₹2,868",43%,4.0,"3,112"
B0764034333,Producto Computers&Accessories 605,Computers&Accessories,₹328,₹455,28%,4.1,"15,743"
B0368531128,Producto Electronics 606,Electronics,"₹5,993","₹11,525",48%,4.4,"1,330"
B0987116781,Producto Computers&Accessories 607,Computers&Accessories,₹383,"₹1,035",63%,4.1,"6,261"
B0745434822,Producto Computers&Accessories 608,Computers&Accessories,"₹2,305","₹4,043",43%,4.1,"4,116"
B0124956681,Producto Home&Kitchen 609,Home&Kitchen,"₹1,301","₹3,174",59%,3.8,"4,115"
B0555650241,Producto Electronics 610,Electronics,"₹1,674","₹2,392",30%,3.7,"6,534"
B0119398749,Producto Home&Kitchen 611,Home&Kitchen,₹980,"₹1,689",42%,3.6,"5,830"
B0141971410,Producto Computers&Accessories 612,Computers&Accessories,₹184,₹593,69%,4.0,"7,242"
B0953036326,Producto Electronics 613,Electronics,"₹1,608","₹2,474",35%,4.6,614
B0229736228,Producto OfficeProducts 614,OfficeProducts,₹766,₹923,17%,3.8,"1,028"
B0400141442,Producto Toys&Games 615,Toys&Games,₹507,₹756,33%,4.1,"3,161"
B0681714008,Producto Electronics 616,Electronics,"₹2,264","₹5,522",59%,4.2,"6,116"
B0875858942,Producto Electronics 617,Electronics,"₹1,616","₹2,244",28%,3.7,"11,229"
B0962672889,Producto Home&Kitchen 618,Home&Kitchen,"₹1,067","₹2,426",56%,3.9,"5,006"
B0506100181,Producto Home&Kitchen 619,Home&Kitchen,₹230,₹536,57%,4.2,"10,815"
B0515172005,Producto Electronics 620,Electronics,"₹2,638","₹4,548",42%,4.1,"4,224"
B0858600205,Producto Electronics 621,Electronics,"₹1,052","₹2,062",49%,3.5,"6,484"
B0465729983,Producto Computers&Accessories 622,Computers&Accessories,₹208,₹385,46%,4.2,"4,973"
B0464332838,Producto Computers&Accessories 623,Computers&Accessories,"₹2,522","₹3,408",26%,3.8,945
B0129551285,Producto Computers&Accessories 624,Computers&Accessories,₹489,"₹1,112",56%,3.9,"7,701"
B0381893505,Producto Computers&Accessories 625,Computers&Accessories,₹398,₹830,52%,4.1,"7,490"
B0239084330,Producto Computers&Accessories 626,Computers&Accessories,"₹2,743","₹4,730",42%,4.4,904
B0950734772,Producto Home&Kitchen 627,Home&Kitchen,"₹1,825","₹2,225",18%,3.9,"2,825"
B0199010946,Producto Electronics 628,Electronics,"₹1,006","₹1,274",21%,4.3,"3,553"
B0665122521,Producto Electronics 629,Electronics,₹560,"₹1,098",49%,3.6,"1,998"
B0357189471,Producto Home&Kitchen 630,Home&Kitchen,₹487,₹855,43%,4.0,"1,188"
B0668901834,Producto OfficeProducts 631,OfficeProducts,₹99,₹235,58%,3.9,"5,894"
B0104955121,Producto Computers&Accessories 632,Computers&Accessories,"₹2,121","₹5,438",61%,4.1,"18,183"
B0144613440,Producto Computers&Accessories 633,Computers&Accessories,₹161,₹358,55%,4.0,"8,673"
B0469946446,Producto Electronics 634,Electronics,"₹4,405","₹10,488",58%,3.7,611
B0697261187,Producto Computers&Accessories 635,Computers&Accessories,"₹1,217","₹2,765",56%,3.8,"14,023"
B0106960219,Producto Computers&Accessories 636,Computers&Accessories,"₹1,948","₹3,142",38%,3.5,"8,781"
B0754979849,Producto Electronics 637,Electronics,"₹1,843","₹3,613",49%,3.7,"2,258"
B0687423562,Producto Electronics 638,Electronics,₹410,₹684,40%,4.1,694
B0773343665,Producto Computers&Accessories 639,Computers&Accessories,"₹2,332","₹3,643",36%,3.9,"2,275"
B0738690966,Producto Electronics 640,Electronics,"₹1,847","₹3,420",46%,4.1,"3,027"
B0330261564,Producto Electronics 641,Electronics,₹854,"₹1,424",40%,4.5,939
B0861164334,Producto Electronics 642,Electronics,"₹4,886","₹6,980",30%,3.9,"4,303"
B0693304578,Producto Electronics 643,Electronics,"₹2,317","₹6,621",65%,4.2,"2,497"
B0281880806,Producto Electronics 644,Electronics,"₹2,801","₹7,003",60%,4.1,"1,248"
B0378356070,Producto OfficeProducts 645,OfficeProducts,₹646,"₹1,267",49%,4.8,"5,051"
B0320493072,Producto Computers&Accessories 646,Computers&Accessories,"₹1,053","₹1,333",21%,3.1,"6,502"
B0495879957,Producto Home&Kitchen 647,Home&Kitchen,₹610,"₹1,849",67%,3.9,"10,748"
B0397259123,Producto Home&Kitchen 648,Home&Kitchen,"₹1,161","₹2,580",55%,4.2,"7,792"
B0848343287,Producto Computers&Accessories 649,Computers&Accessories,"₹1,836","₹3,992",54%,3.8,"2,518"
B0944005263,Producto Electronics 650,Electronics,₹52,₹187,72%,4.2,"1,123"
B0472498535,Producto Computers&Accessories 651,Computers&Accessories,"₹1,376","₹1,965",30%,4.0,"1,049"
B0556784130,Producto Computers&Accessories 652,Computers&Accessories,₹532,"₹1,132",53%,4.3,"10,944"
B0499177011,Producto Home&Kitchen 653,Home&Kitchen,"₹1,294","₹3,235",60%,3.7,"1,835"
B0199609966,Producto Computers&Accessories 654,Computers&Accessories,"₹1,074","₹1,988",46%,4.1,"5,263"
B0471766176,Producto Electronics 655,Electronics,"₹2,512","₹4,651",46%,4.1,"6,858"
B0583011369,Producto Electronics 656,Electronics,"₹1,196","₹3,857",69%,4.1,752
B0625146753,Producto Computers&Accessories 657,Computers&Accessories,"₹1,707","₹5,021",66%,4.1,"5,571"
B0444579070,Producto Home&Kitchen 658,Home&Kitchen,"₹1,627","₹3,968",59%,4.4,"8,327"
B0781508141,Producto Computers&Accessories 659,Computers&Accessories,₹967,"₹2,148",55%,3.6,"15,617"
B0579597103,Producto Computers&Accessories 660,Computers&Accessories,"₹1,601","₹2,502",36%,|,"4,414"
B0167586074,Producto Health&PersonalCare 661,Health&PersonalCare,₹989,"₹1,252",21%,3.6,"5,080"
B0881974011,Producto Computers&Accessories 662,Computers&Accessories,₹518,₹751,31%,4.2,"2,449"
B0619900524,Producto Electronics 663,Electronics,₹780,"₹1,344",42%,3.8,"8,887"
B0656859752,Producto Electronics 664,Electronics,₹846,"₹1,922",56%,3.3,712
B0898731909,Producto Electronics 665,Electronics,"₹3,796","₹5,751",34%,4.2,"6,481"
B0574157559,Producto Electronics 666,Electronics,₹950,"₹3,517",73%,4.0,"6,588"
B0572295352,Producto Electronics 667,Electronics,"₹1,105","₹1,939",43%,4.1,"11,990"
B0708803403,Producto Electronics 668,Electronics,"₹2,314","₹7,714",70%,4.5,"10,362"
B0171796765,Producto Electronics 669,Electronics,₹549,₹752,27%,4.1,"3,005"
B0286922422,Producto Electronics 670,Electronics,"₹1,134","₹1,859",39%,4.0,"9,493"
B0141708883,Producto OfficeProducts 671,OfficeProducts,₹508,₹591,14%,3.9,"4,097"
B0418490749,Producto Electronics 672,Electronics,"₹7,807","₹10,550",26%,3.6,930
B0108152629,Producto Computers&Accessories 673,Computers&Accessories,₹429,"₹1,192",64%,4.0,"4,513"
B0632176666,Producto Computers&Accessories 674,Computers&Accessories,"₹1,635","₹3,084",47%,4.6,"1,656"
B0887732307,Producto Health&PersonalCare 675,Health&PersonalCare,₹337,₹443,24%,3.9,"4,417"
B0302341597,Producto Electronics 676,Electronics,₹524,"₹1,114",53%,4.0,"7,113"
B0307677255,Producto Computers&Accessories 677,Computers&Accessories,"₹1,856","₹3,042",39%,4.3,"16,760"
B0945168641,Producto Car&Motorbike 678,Car&Motorbike,₹513,₹986,48%,3.6,"3,078"
B0595077261,Producto OfficeProducts 679,OfficeProducts,₹382,₹429,11%,4.1,"2,108"
B0356770441,Producto Home&Kitchen 680,Home&Kitchen,₹295,₹355,17%,3.5,355
B0671986447,Producto Electronics 681,Electronics,"₹2,653","₹3,537",25%,4.1,"3,053"
B0959204915,Producto Electronics 682,Electronics,"₹5,829","₹8,968",35%,4.0,"2,948"
B0362202308,Producto Home&Kitchen 683,Home&Kitchen,₹328,₹745,56%,4.2,"5,885"
B0349933747,Producto Toys&Games 684,Toys&Games,₹112,₹273,59%,3.8,"3,315"
B0568902558,Producto Computers&Accessories 685,Computers&Accessories,₹202,₹388,48%,3.9,"3,145"
B0164475108,Producto Computers&Accessories 686,Computers&Accessories,₹193,₹344,44%,4.2,"5,205"
B0637124179,Producto Electronics 687,Electronics,"₹2,080","₹3,014",31%,3.8,"3,044"
B0258007190,Producto Home&Kitchen 688,Home&Kitchen,"₹1,070","₹1,337",20%,4.2,"2,556"
B0390265439,Producto Electronics 689,Electronics,"₹1,875","₹4,464",58%,4.1,"3,719"
B0380337193,Producto Electronics 690,Electronics,"₹1,843","₹3,123",41%,3.9,"17,381"
B0536205776,Producto Computers&Accessories 691,Computers&Accessories,"₹1,127","₹2,398",53%,3.9,"3,118"
B0650851517,Producto Computers&Accessories 692,Computers&Accessories,"₹3,279","₹5,558",41%,4.0,"3,347"
B0113691084,Producto Electronics 693,Electronics,"₹4,083","₹7,704",47%,4.0,477
B0606972784,Producto Electronics 694,Electronics,"₹5,510","₹7,446",26%,4.2,"8,995"
B0887351217,Producto Computers&Accessories 695,Computers&Accessories,"₹2,218","₹4,185",47%,3.9,116
B0303485904,Producto Electronics 696,Electronics,"₹1,918","₹5,329",64%,3.9,"1,723"
B0883745659,Producto Computers&Accessories 697,Computers&Accessories,₹311,₹457,32%,4.2,"6,716"
B0366589198,Producto Electronics 698,Electronics,"₹1,376","₹2,809",51%,3.9,387
B0485936811,Producto Computers&Accessories 699,Computers&Accessories,"₹1,666","₹2,563",35%,3.8,"1,746"
B0515652315,Producto Computers&Accessories 700,Computers&Accessories,₹791,₹976,19%,3.3,"2,085"
B0441129513,Producto Electronics 701,Electronics,"₹6,241","₹9,907",37%,3.7,"3,058"
B0294867756,Producto Electronics 702,Electronics,"₹1,023","₹2,558",60%,3.8,"2,186"
B0356287837,Producto Electronics 703,Electronics,₹189,₹653,71%,3.9,"10,205"
B0322062698,Producto Electronics 704,Electronics,"₹1,509","₹2,434",38%,3.8,"7,406"
B0827563682,Producto Health&PersonalCare 705,Health&PersonalCare,₹402,₹681,41%,4.3,"8,007"
B0175570453,Producto Electronics 706,Electronics,₹688,"₹1,563",56%,3.8,"2,708"
B0296849791,Producto Home&Kitchen 707,Home&Kitchen,₹626,"₹1,118",44%,3.8,"4,470"
B0540350665,Producto Electronics 708,Electronics,₹314,₹669,53%,4.1,"2,696"
B0104921802,Producto Home&Kitchen 709,Home&Kitchen,₹409,₹871,53%,3.7,"22,154"
B0700113189,Producto Home&Kitchen 710,Home&Kitchen,₹949,"₹1,265",25%,4.4,"5,529"
B0239175520,Producto Computers&Accessories 711,Computers&Accessories,₹701,"₹1,946",64%,4.3,"3,752"
B0723014085,Producto Computers&Accessories 712,Computers&Accessories,"₹1,691","₹3,677",54%,3.7,"19,408"
B0460943295,Producto Computers&Accessories 713,Computers&Accessories,₹245,₹874,72%,4.4,"4,759"
B0509954310,Producto Electronics 714,Electronics,"₹1,696","₹4,349",61%,4.4,"7,909"
B0914174197,Producto Toys&Games 715,Toys&Games,₹735,"₹1,131",35%,3.7,"6,539"
B0216620843,Producto MusicalInstruments 716,MusicalInstruments,₹496,"₹1,377",64%,3.7,"2,542"
B0749194827,Producto Car&Motorbike 717,Car&Motorbike,₹239,₹582,59%,3.9,"2,496"
B0125453062,Producto Electronics 718,Electronics,"₹7,468","₹9,958",25%,3.6,"6,284"
B0802179521,Producto Home&Kitchen 719,Home&Kitchen,₹697,₹981,29%,3.8,"6,405"
B0140380731,Producto Toys&Games 720,Toys&Games,₹821,"₹1,013",19%,3.8,"5,581"
B0389477632,Producto Electronics 721,Electronics,"₹2,647","₹4,644",43%,4.1,"6,788"
B0286595670,Producto Electronics 722,Electronics,₹598,₹867,31%,4.0,"16,151"
B0464299281,Producto Home&Kitchen 723,Home&Kitchen,₹570,"₹1,461",61%,4.0,"5,393"
B0565965675,Producto Computers&Accessories 724,Computers&Accessories,₹703,"₹2,342",70%,3.9,"2,205"
B0730587014,Producto MusicalInstruments 725,MusicalInstruments,"₹4,498","₹7,496",40%,3.6,848
B0734684786,Producto Electronics 726,Electronics,"₹2,211","₹3,747",41%,4.2,"3,146"
B0952593461,Producto Home&Kitchen 727,Home&Kitchen,"₹1,375","₹2,149",36%,4.1,"12,262"
B0750477122,Producto Electronics 728,Electronics,"₹2,240","₹5,894",62%,3.9,"7,026"
B0722956124,Producto Electronics 729,Electronics,"₹1,208","₹2,684",55%,3.7,"1,719"
B0680357769,Producto Electronics 730,Electronics,"₹7,365","₹12,483",41%,4.4,"12,061"
B0162779068,Producto Home&Kitchen 731,Home&Kitchen,₹282,₹655,57%,4.1,"1,305"
B0115242810,Producto Home&Kitchen 732,Home&Kitchen,₹72,₹248,71%,4.2,"2,085"
B0635926458,Producto Computers&Accessories 733,Computers&Accessories,₹743,"₹1,402",47%,4.1,"5,107"
B0587162090,Producto Computers&Accessories 734,Computers&Accessories,₹139,₹332,58%,3.7,"13,881"
B0602139972,Producto OfficeProducts 735,OfficeProducts,₹166,₹370,55%,4.5,"8,685"
B0227869374,Producto Computers&Accessories 736,Computers&Accessories,₹606,"₹2,090",71%,4.0,"1,953"
B0187667297,Producto Home&Kitchen 737,Home&Kitchen,₹695,"₹1,510",54%,4.3,"2,360"
B0117817607,Producto Computers&Accessories 738,Computers&Accessories,₹874,"₹1,533",43%,4.4,"6,304"
B0598069965,Producto Computers&Accessories 739,Computers&Accessories,₹630,"₹1,146",45%,4.0,798
B0332932327,Producto Computers&Accessories 740,Computers&Accessories,"₹1,206","₹1,386",13%,3.6,488
B0936388150,Producto Electronics 741,Electronics,"₹2,766","₹4,940",44%,3.3,"2,266"
B0314409349,Producto Home&Kitchen 742,Home&Kitchen,₹323,₹490,34%,4.0,"6,746"
B0806423168,Producto Computers&Accessories 743,Computers&Accessories,₹461,"₹1,152",60%,4.1,"9,851"
B0184336695,Producto Electronics 744,Electronics,"₹1,619","₹4,260",62%,3.9,"5,333"
B0255342183,Producto OfficeProducts 745,OfficeProducts,₹302,₹719,58%,4.1,"10,960"
B0539293898,Producto Computers&Accessories 746,Computers&Accessories,₹156,₹389,60%,4.2,"20,208"
B0184683889,Producto Computers&Accessories 747,Computers&Accessories,"₹2,865","₹4,276",33%,4.3,"2,641"
B0917556587,Producto HomeImprovement 748,HomeImprovement,₹326,₹680,52%,4.0,801
B0573556467,Producto Computers&Accessories 749,Computers&Accessories,₹612,₹728,16%,3.9,"1,959"
B0522722070,Producto Electronics 750,Electronics,₹517,₹907,43%,4.0,"1,539"
B0830128527,Producto Toys&Games 751,Toys&Games,₹622,"₹1,554",60%,4.1,"7,975"
B0766294927,Producto Computers&Accessories 752,Computers&Accessories,₹47,₹187,75%,3.9,"1,423"
B0961758059,Producto Electronics 753,Electronics,"₹3,263","₹4,532",28%,3.8,"2,988"
B0160417886,Producto Electronics 754,Electronics,"₹3,740","₹6,033",38%,3.9,"1,385"
B0131398334,Producto Home&Kitchen 755,Home&Kitchen,₹237,₹910,74%,4.1,
B0863799524,Producto Computers&Accessories 756,Computers&Accessories,"₹2,925","₹5,850",50%,3.8,"4,051"
B0157910656,Producto Computers&Accessories 757,Computers&Accessories,₹353,₹861,59%,3.9,"8,115"
B0958393449,Producto OfficeProducts 758,OfficeProducts,₹570,₹983,42%,4.5,"5,258"
B0175366232,Producto Home&Kitchen 759,Home&Kitchen,₹463,"₹1,362",66%,4.3,"3,340"
B0160101246,Producto Electronics 760,Electronics,"₹5,595","₹10,172",45%,3.7,"7,286"
B0606391956,Producto Electronics 761,Electronics,"₹2,553","₹2,659",4%,4.2,"2,827"
B0930757474,Producto Electronics 762,Electronics,"₹3,917","₹4,555",14%,4.1,"1,854"
B0934879141,Producto Home&Kitchen 763,Home&Kitchen,₹718,"₹1,355",47%,4.0,"7,763"
B0281896004,Producto Electronics 764,Electronics,₹548,₹741,26%,3.8,"3,874"
B0128770032,Producto Computers&Accessories 765,Computers&Accessories,"₹1,076","₹1,856",42%,3.8,"6,185"
B0904775473,Producto Home&Kitchen 766,Home&Kitchen,₹273,₹759,64%,4.1,"13,974"
B0934663179,Producto OfficeProducts 767,OfficeProducts,₹269,₹726,63%,3.8,"1,319"
B0513934404,Producto Electronics 768,Electronics,"₹2,402","₹4,620",48%,4.3,"28,600"
B0783387389,Producto Home&Kitchen 769,Home&Kitchen,"₹1,831","₹3,051",40%,4.4,"7,393"
B0598744392,Producto Electronics 770,Electronics,₹127,₹211,40%,4.0,"1,089"
B0915049515,Producto MusicalInstruments 771,MusicalInstruments,₹825,"₹2,501",67%,4.4,"18,242"
B0906705715,Producto Electronics 772,Electronics,₹441,₹981,55%,3.9,"2,209"
B0947507720,Producto Computers&Accessories 773,Computers&Accessories,"₹1,550","₹3,101",50%,3.8,"15,243"
B0391716322,Producto Home&Kitchen 774,Home&Kitchen,"₹2,773","₹4,865",43%,4.3,"1,506"
B0675411392,Producto Electronics 775,Electronics,₹508,"₹2,539",80%,4.5,"7,002"
B0592408558,Producto Electronics 776,Electronics,₹942,"₹1,682",44%,4.6,"11,329"
B0709146889,Producto Home&Kitchen 777,Home&Kitchen,₹550,₹846,35%,|,"7,240"
B0233329197,Producto Home&Kitchen 778,Home&Kitchen,₹317,₹373,15%,4.2,"4,469"
B0877301350,Producto Home&Kitchen 779,Home&Kitchen,₹58,₹100,42%,4.1,"10,234"
B0274847929,Producto Home&Kitchen 780,Home&Kitchen,"₹1,276","₹1,519",16%,4.3,"2,241"
B0769303588,Producto Computers&Accessories 781,Computers&Accessories,"₹1,186","₹2,010",41%,4.1,"10,594"
B0960193843,Producto Electronics 782,Electronics,₹999,"₹1,723",42%,4.2,"2,390"
B0766121967,Producto Electronics 783,Electronics,₹589,"₹1,228",52%,3.7,"13,532"
B0177294160,Producto Electronics 784,Electronics,"₹3,780","₹6,000",37%,3.9,"2,143"
B0714940671,Producto HomeImprovement 785,HomeImprovement,"₹1,661","₹2,307",28%,4.2,826
B0664667781,Producto Computers&Accessories 786,Computers&Accessories,₹922,"₹2,304",60%,4.3,"10,453"
B0228546745,Producto Computers&Accessories 787,Computers&Accessories,₹115,₹205,44%,4.3,"5,867"
B0394752612,Producto Computers&Accessories 788,Computers&Accessories,"₹1,006","₹1,796",44%,4.0,"5,951"
B0656498735,Producto Toys&Games 789,Toys&Games,₹529,₹961,45%,3.8,"2,878"
B0337759391,Producto Electronics 790,Electronics,"₹1,442","₹2,622",45%,4.0,"6,798"
B0693702992,Producto Computers&Accessories 791,Computers&Accessories,₹828,"₹1,799",54%,4.0,"15,030"
B0283835908,Producto Computers&Accessories 792,Computers&Accessories,₹758,"₹1,148",34%,4.1,"5,344"
B0381200645,Producto Computers&Accessories 793,Computers&Accessories,₹851,"₹1,669",49%,3.8,642
B0821883357,Producto Electronics 794,Electronics,"₹3,904","₹6,400",39%,3.9,"3,908"
B0390973588,Producto OfficeProducts 795,OfficeProducts,₹409,₹771,47%,4.0,"6,632"
B0921124905,Producto Toys&Games 796,Toys&Games,₹211,₹470,55%,3.4,"12,368"
B0700337488,Producto Computers&Accessories 797,Computers&Accessories,"₹1,167","₹1,643",29%,4.2,"7,455"
B0293062810,Producto Home&Kitchen 798,Home&Kitchen,"₹2,202","₹3,059",28%,4.0,"1,541"
B0423019266,Producto Toys&Games 799,Toys&Games,₹152,₹282,46%,4.1,"4,459"
B0292782556,Producto Home&Kitchen 800,Home&Kitchen,₹368,₹695,47%,3.9,"8,283"
B0794909276,Producto Electronics 801,Electronics,"₹1,667","₹2,874",42%,4.2,"7,400"
B0229466595,Producto Computers&Accessories 802,Computers&Accessories,₹557,"₹1,237",55%,3.8,"7,294"
B0748759585,Producto Computers&Accessories 803,Computers&Accessories,"₹1,924","₹4,934",61%,3.9,"1,040"
B0975398075,Producto Computers&Accessories 804,Computers&Accessories,"₹3,051","₹4,068",25%,4.1,"6,421"
B0609986265,Producto Home&Kitchen 805,Home&Kitchen,₹709,"₹1,058",33%,4.1,"4,991"
B0420251136,Producto Toys&Games 806,Toys&Games,"₹1,217","₹2,765",56%,3.7,"7,664"
B0412313786,Producto Toys&Games 807,Toys&Games,₹303,₹917,67%,4.5,"8,001"
B0130623225,Producto Computers&Accessories 808,Computers&Accessories,"₹3,250","₹5,603",42%,3.8,"3,362"
B0592450179,Producto Electronics 809,Electronics,"₹5,709","₹8,396",32%,3.9,"8,817"
B0880388966,Producto Health&PersonalCare 810,Health&PersonalCare,₹373,₹678,45%,4.5,"8,381"
B0467623565,Producto MusicalInstruments 811,MusicalInstruments,₹341,₹874,61%,3.5,"1,038"
B0180177517,Producto Electronics 812,Electronics,"₹1,916","₹3,483",45%,|,"3,756"
B0699321233,Producto Toys&Games 813,Toys&Games,₹255,₹404,37%,4.1,"3,099"
B0379959841,Producto OfficeProducts 814,OfficeProducts,₹558,₹979,43%,3.3,"1,874"
B0495263744,Producto Computers&Accessories 815,Computers&Accessories,"₹1,573","₹2,712",42%,3.4,"4,781"
B0568892980,Producto Computers&Accessories 816,Computers&Accessories,"₹1,178","₹2,455",52%,4.4,"6,713"
B0605978133,Producto Computers&Accessories 817,Computers&Accessories,"₹1,811","₹3,622",50%,3.9,"6,725"
B0492958140,Producto Electronics 818,Electronics,"₹1,806","₹4,201",57%,4.7,"14,861"
B0467281329,Producto Electronics 819,Electronics,₹868,"₹3,100",72%,3.8,"4,770"
B0702764187,Producto Home&Kitchen 820,Home&Kitchen,₹270,₹403,33%,3.9,"7,674"
B0176065142,Producto Electronics 821,Electronics,"₹1,174","₹1,956",40%,4.2,"2,483"
B0121980757,Producto Electronics 822,Electronics,₹742,"₹1,349",45%,4.1,"11,768"
B0327443447,Producto Computers&Accessories 823,Computers&Accessories,"₹2,835","₹3,780",25%,3.9,"1,961"
B0508058072,Producto Computers&Accessories 824,Computers&Accessories,₹718,"₹1,840",61%,3.9,"1,536"
B0104281385,Producto HomeImprovement 825,HomeImprovement,₹851,"₹1,182",28%,4.0,"5,031"
B0723956161,Producto Electronics 826,Electronics,₹561,"₹2,243",75%,4.5,"7,094"
B0530363974,Producto Electronics 827,Electronics,"₹2,553","₹7,092",64%,4.3,"6,580"
B0128915060,Producto Home&Kitchen 828,Home&Kitchen,"₹1,479","₹1,921",23%,3.8,818
B0194086608,Producto Computers&Accessories 829,Computers&Accessories,"₹1,550","₹2,246",31%,3.7,921
B0626061843,Producto Electronics 830,Electronics,"₹1,919","₹3,199",40%,3.8,"2,683"
B0306057835,Producto Computers&Accessories 831,Computers&Accessories,₹532,"₹1,023",48%,3.7,"7,041"
B0915536902,Producto Electronics 832,Electronics,"₹1,176","₹1,994",41%,4.0,"3,137"
B0226114271,Producto Electronics 833,Electronics,₹193,₹742,74%,4.3,"1,951"
B0456803019,Producto Computers&Accessories 834,Computers&Accessories,"₹2,663","₹3,248",18%,3.9,"7,648"
B0115555848,Producto Computers&Accessories 835,Computers&Accessories,"₹1,522","₹3,458",56%,4.5,"1,744"
B0456997658,Producto HomeImprovement 836,HomeImprovement,₹565,"₹1,711",67%,4.6,"7,953"
B0595528909,Producto Computers&Accessories 837,Computers&Accessories,₹636,₹896,29%,4.1,"7,006"
B0266051201,Producto Computers&Accessories 838,Computers&Accessories,"₹2,038","₹5,362",62%,4.3,"4,004"
B0652425556,Producto Home&Kitchen 839,Home&Kitchen,₹363,₹955,62%,3.8,"8,515"
B0244627003,Producto Electronics 840,Electronics,"₹2,576","₹4,770",46%,3.9,"13,832"
B0738609650,Producto Home&Kitchen 841,Home&Kitchen,₹288,₹395,27%,|,"7,255"
